"FIPS","date_partial_school_closed","date_all_school_closed","earliest_date_school_closed"
46045,"NA","2020-03-16",2020-03-16
46047,"NA","NA",NA
46049,"NA","NA",NA
46051,"NA","2020-03-16",2020-03-16
46053,"NA","NA",NA
46055,"NA","NA",NA
46057,"NA","2020-03-16",2020-03-16
46059,"NA","NA",NA
46061,"NA","NA",NA
46063,"NA","NA",NA
46065,"NA","2020-03-13",2020-03-13
46067,"NA","2020-03-13",2020-03-13
46069,"NA","NA",NA
46071,"NA","2020-03-16",2020-03-16
46073,"NA","NA",NA
46075,"NA","2020-03-13",2020-03-13
46077,"NA","2020-03-13",2020-03-13
46079,"NA","2020-03-16",2020-03-16
46081,"2020-03-12","2020-03-16",2020-03-12
46083,"NA","2020-03-16",2020-03-16
46085,"NA","NA",NA
46087,"NA","2020-03-16",2020-03-16
46089,"NA","NA",NA
46091,"NA","NA",NA
46093,"NA","NA",NA
46095,"NA","NA",NA
46097,"NA","2020-03-16",2020-03-16
46099,"NA","2020-03-12",2020-03-12
46101,"NA","NA",NA
46103,"NA","NA",NA
46105,"NA","NA",NA
46107,"NA","NA",NA
46109,"NA","NA",NA
46111,"NA","NA",NA
46113,"NA","2020-03-16",2020-03-16
46115,"NA","NA",NA
46117,"NA","NA",NA
46119,"NA","2020-03-16",2020-03-16
46121,"NA","2020-03-16",2020-03-16
46123,"NA","2020-03-16",2020-03-16
46125,"NA","NA",NA
46127,"NA","NA",NA
46129,"NA","NA",NA
46135,"NA","NA",NA
46137,"NA","NA",NA
47001,"NA","NA",NA
47003,"NA","2020-03-16",2020-03-16
47005,"NA","2020-03-17",2020-03-17
47007,"NA","2020-03-16",2020-03-16
47009,"NA","2020-03-16",2020-03-16
47011,"NA","2020-03-16",2020-03-16
47013,"NA","2020-03-16",2020-03-16
47015,"NA","2020-03-16",2020-03-16
47017,"NA","2020-03-16",2020-03-16
47019,"NA","2020-03-19",2020-03-19
47021,"NA","2020-03-18",2020-03-18
47023,"NA","2020-03-16",2020-03-16
47025,"NA","2020-03-17",2020-03-17
47027,"NA","2020-03-16",2020-03-16
47029,"NA","2020-03-18",2020-03-18
47031,"NA","2020-03-16",2020-03-16
47033,"NA","2020-03-16",2020-03-16
47035,"NA","2020-03-16",2020-03-16
47037,"NA","2020-03-16",2020-03-16
47039,"NA","2020-03-12",2020-03-12
47041,"NA","2020-03-16",2020-03-16
47043,"NA","2020-03-17",2020-03-17
47045,"NA","2020-03-11",2020-03-11
47047,"NA","2020-03-16",2020-03-16
47049,"NA","2020-03-16",2020-03-16
47051,"NA","2020-03-17",2020-03-17
47053,"NA","2020-03-12",2020-03-12
47055,"NA","2020-03-17",2020-03-17
47057,"NA","2020-03-16",2020-03-16
47059,"NA","2020-03-16",2020-03-16
47061,"NA","2020-03-16",2020-03-16
47063,"NA","2020-03-16",2020-03-16
47065,"NA","2020-03-17",2020-03-17
47067,"NA","2020-03-16",2020-03-16
47069,"NA","2020-03-17",2020-03-17
47071,"NA","2020-03-17",2020-03-17
47073,"NA","2020-03-17",2020-03-17
47075,"NA","2020-03-17",2020-03-17
47077,"NA","2020-03-16",2020-03-16
47079,"NA","2020-03-17",2020-03-17
47081,"NA","2020-03-16",2020-03-16
47083,"NA","2020-03-16",2020-03-16
47085,"NA","2020-03-16",2020-03-16
47087,"NA","2020-03-16",2020-03-16
47089,"NA","2020-03-16",2020-03-16
47091,"NA","2020-03-16",2020-03-16
47093,"NA","2020-03-16",2020-03-16
47095,"NA","2020-03-13",2020-03-13
47097,"NA","2020-03-16",2020-03-16
47099,"NA","2020-03-16",2020-03-16
47101,"NA","2020-03-16",2020-03-16
47103,"NA","2020-03-17",2020-03-17
47105,"NA","2020-03-16",2020-03-16
47111,"NA","2020-03-16",2020-03-16
47113,"NA","2020-03-17",2020-03-17
47115,"NA","2020-03-16",2020-03-16
47117,"NA","2020-03-16",2020-03-16
47119,"NA","2020-03-17",2020-03-17
47107,"NA","2020-03-16",2020-03-16
47109,"NA","2020-03-16",2020-03-16
47121,"NA","2020-03-17",2020-03-17
47123,"NA","2020-03-16",2020-03-16
47125,"NA","2020-03-16",2020-03-16
47127,"NA","2020-03-13",2020-03-13
47129,"NA","2020-03-17",2020-03-17
47131,"NA","2020-03-17",2020-03-17
47133,"NA","2020-03-17",2020-03-17
47135,"NA","2020-03-16",2020-03-16
47137,"NA","2020-03-17",2020-03-17
47139,"NA","2020-03-16",2020-03-16
47141,"NA","2020-03-16",2020-03-16
47143,"NA","2020-03-16",2020-03-16
47145,"NA","2020-03-16",2020-03-16
47147,"NA","2020-03-16",2020-03-16
47149,"NA","2020-03-16",2020-03-16
47151,"NA","2020-03-16",2020-03-16
47153,"NA","2020-03-17",2020-03-17
47155,"NA","2020-03-16",2020-03-16
47157,"NA","2020-03-16",2020-03-16
47159,"NA","2020-03-13",2020-03-13
47161,"NA","2020-03-16",2020-03-16
47163,"NA","2020-03-16",2020-03-16
47165,"NA","2020-03-16",2020-03-16
47167,"NA","2020-03-16",2020-03-16
47169,"NA","2020-03-16",2020-03-16
47171,"NA","2020-03-17",2020-03-17
47173,"NA","2020-03-17",2020-03-17
47175,"NA","2020-03-16",2020-03-16
47177,"NA","2020-03-18",2020-03-18
47179,"NA","2020-03-16",2020-03-16
47181,"NA","2020-03-20",2020-03-20
47183,"NA","2020-03-17",2020-03-17
47185,"NA","2020-03-17",2020-03-17
47187,"NA","2020-03-16",2020-03-16
47189,"NA","2020-03-06",2020-03-06
49001,"NA","2020-03-03",2020-03-03
49003,"NA","2020-03-16",2020-03-16
49005,"NA","2020-03-16",2020-03-16
49007,"NA","2020-03-13",2020-03-13
49009,"NA","2020-03-16",2020-03-16
49011,"NA","2020-03-16",2020-03-16
49013,"NA","2020-03-16",2020-03-16
49015,"NA","2020-03-16",2020-03-16
49017,"NA","2020-03-16",2020-03-16
49019,"NA","2020-03-16",2020-03-16
49021,"NA","2020-03-16",2020-03-16
49023,"NA","2020-03-16",2020-03-16
49025,"NA","2020-03-16",2020-03-16
49027,"NA","2020-03-16",2020-03-16
49029,"NA","2020-03-16",2020-03-16
49031,"NA","2020-03-16",2020-03-16
49033,"NA","2020-03-16",2020-03-16
49035,"2020-03-13","2020-03-13",2020-03-13
49037,"NA","2020-03-16",2020-03-16
49039,"NA","2020-03-09",2020-03-09
49041,"NA","2020-03-16",2020-03-16
49043,"NA","2020-03-16",2020-03-16
49045,"NA","2020-03-16",2020-03-16
49047,"NA","2020-03-16",2020-03-16
49049,"NA","2020-03-16",2020-03-16
49051,"NA","2020-03-16",2020-03-16
49053,"NA","2020-03-16",2020-03-16
49055,"NA","2020-03-16",2020-03-16
49057,"NA","2020-03-16",2020-03-16
50001,"NA","2020-03-16",2020-03-16
50003,"NA","2020-03-17",2020-03-17
50005,"NA","2020-03-17",2020-03-17
50007,"2020-03-16","2020-03-18",2020-03-16
50009,"NA","2020-03-18",2020-03-18
50011,"NA","2020-03-18",2020-03-18
50013,"NA","2020-03-18",2020-03-18
50015,"NA","2020-03-18",2020-03-18
50017,"NA","2020-03-18",2020-03-18
50019,"NA","2020-03-18",2020-03-18
50021,"NA","2020-03-18",2020-03-18
50023,"NA","2020-03-18",2020-03-18
50025,"NA","2020-03-18",2020-03-18
50027,"NA","2020-03-18",2020-03-18
51001,"NA","NA",NA
51003,"NA","2020-03-16",2020-03-16
51005,"NA","2020-03-16",2020-03-16
51007,"NA","2020-03-16",2020-03-16
51009,"NA","2020-03-13",2020-03-13
51011,"NA","2020-03-16",2020-03-16
51013,"NA","2020-03-16",2020-03-16
51015,"NA","2020-03-16",2020-03-16
51017,"NA","2020-03-16",2020-03-16
51019,"NA","2020-03-16",2020-03-16
51021,"NA","2020-03-16",2020-03-16
51023,"NA","2020-03-16",2020-03-16
51025,"NA","2020-03-16",2020-03-16
51027,"NA","2020-03-16",2020-03-16
51029,"NA","NA",NA
51031,"NA","NA",NA
51033,"NA","2020-03-16",2020-03-16
51035,"NA","2020-03-16",2020-03-16
51036,"NA","2020-03-16",2020-03-16
51037,"NA","2020-03-16",2020-03-16
51041,"NA","2020-03-16",2020-03-16
51043,"NA","2020-03-16",2020-03-16
51045,"NA","2020-03-16",2020-03-16
51047,"NA","2020-03-16",2020-03-16
51049,"NA","2020-03-16",2020-03-16
51051,"NA","2020-03-16",2020-03-16
51053,"NA","NA",NA
51057,"NA","2020-03-16",2020-03-16
51059,"NA","2020-03-16",2020-03-16
51061,"NA","2020-03-16",2020-03-16
51063,"NA","2020-03-16",2020-03-16
51065,"NA","2020-03-16",2020-03-16
51067,"NA","NA",NA
51069,"NA","2020-03-16",2020-03-16
51071,"NA","2020-03-16",2020-03-16
51073,"NA","2020-03-16",2020-03-16
51075,"NA","2020-03-16",2020-03-16
51077,"NA","2020-03-16",2020-03-16
51079,"NA","NA",NA
51081,"NA","2020-03-16",2020-03-16
51083,"2020-03-11","NA",2020-03-11
51085,"NA","2020-03-16",2020-03-16
51087,"NA","2020-03-16",2020-03-16
51089,"NA","2020-03-16",2020-03-16
51091,"NA","2020-03-16",2020-03-16
51093,"NA","2020-03-16",2020-03-16
51095,"NA","2020-03-16",2020-03-16
51097,"NA","2020-03-16",2020-03-16
51099,"NA","2020-03-16",2020-03-16
51101,"NA","2020-03-16",2020-03-16
51103,"NA","2020-03-16",2020-03-16
51105,"NA","2020-03-16",2020-03-16
51107,"NA","2020-03-16",2020-03-16
51109,"NA","2020-03-12",2020-03-12
51111,"NA","2020-03-16",2020-03-16
51113,"NA","2020-03-16",2020-03-16
51115,"NA","2020-03-16",2020-03-16
51117,"NA","2020-03-16",2020-03-16
51119,"NA","2020-03-16",2020-03-16
51121,"NA","2020-03-16",2020-03-16
51125,"NA","2020-03-16",2020-03-16
51127,"NA","2020-03-16",2020-03-16
51131,"NA","2020-03-16",2020-03-16
51133,"NA","2020-03-16",2020-03-16
51135,"NA","2020-03-16",2020-03-16
51137,"NA","2020-03-16",2020-03-16
51139,"NA","2020-03-16",2020-03-16
51141,"NA","2020-03-16",2020-03-16
51143,"NA","2020-03-13",2020-03-13
51145,"NA","2020-03-16",2020-03-16
51147,"NA","2020-03-16",2020-03-16
51149,"NA","2020-03-16",2020-03-16
51153,"NA","2020-03-16",2020-03-16
51155,"NA","2020-03-16",2020-03-16
51157,"NA","2020-03-16",2020-03-16
51159,"NA","2020-03-16",2020-03-16
51161,"NA","2020-03-16",2020-03-16
51163,"NA","2020-03-13",2020-03-13
51165,"NA","2020-03-16",2020-03-16
51167,"NA","2020-03-16",2020-03-16
51169,"NA","2020-03-16",2020-03-16
51171,"NA","2020-03-16",2020-03-16
51173,"NA","2020-03-16",2020-03-16
51175,"NA","2020-03-16",2020-03-16
51177,"NA","2020-03-16",2020-03-16
51179,"NA","2020-03-16",2020-03-16
51181,"NA","2020-03-13",2020-03-13
51183,"NA","2020-03-16",2020-03-16
51185,"NA","2020-03-16",2020-03-16
51187,"NA","2020-03-16",2020-03-16
51191,"NA","2020-03-16",2020-03-16
51193,"NA","2020-03-16",2020-03-16
51195,"NA","2020-03-16",2020-03-16
51197,"NA","2020-03-16",2020-03-16
51199,"NA","2020-03-16",2020-03-16
53001,"NA","2020-03-13",2020-03-13
53003,"NA","2020-03-17",2020-03-17
53005,"NA","2020-03-17",2020-03-17
53007,"NA","2020-03-17",2020-03-17
53009,"2020-03-13","2020-03-17",2020-03-13
53011,"NA","2020-03-17",2020-03-17
53013,"NA","2020-03-16",2020-03-16
53015,"2020-03-12","2020-03-17",2020-03-12
53017,"NA","2020-03-16",2020-03-16
53019,"2020-03-13","2020-03-17",2020-03-13
53021,"NA","2020-03-17",2020-03-17
53023,"NA","2020-03-17",2020-03-17
53025,"NA","2020-03-17",2020-03-17
53027,"2020-03-13","2020-03-17",2020-03-13
53029,"NA","2020-03-17",2020-03-17
53031,"NA","2020-03-17",2020-03-17
53033,"NA","2020-03-17",2020-03-17
53035,"NA","2020-03-17",2020-03-17
53037,"NA","2020-03-16",2020-03-16
53039,"2020-03-13","2020-03-13",2020-03-13
53041,"NA","2020-03-17",2020-03-17
53043,"NA","2020-03-16",2020-03-16
53045,"NA","2020-03-17",2020-03-17
53047,"NA","2020-03-16",2020-03-16
53049,"2020-03-12","2020-03-17",2020-03-12
53051,"NA","2020-03-16",2020-03-16
53053,"2020-03-13","2020-03-17",2020-03-13
53055,"2020-03-13","2020-03-17",2020-03-13
53057,"2020-03-13","2020-03-17",2020-03-13
53059,"NA","2020-03-17",2020-03-17
53061,"NA","2020-03-16",2020-03-16
53063,"NA","2020-03-16",2020-03-16
53065,"NA","2020-03-16",2020-03-16
53067,"2020-03-12","NA",2020-03-12
53069,"NA","2020-03-16",2020-03-16
53071,"NA","2020-03-16",2020-03-16
53073,"2020-03-13","2020-03-17",2020-03-13
53075,"NA","2020-03-17",2020-03-17
53077,"2020-03-13","2020-03-16",2020-03-13
54001,"NA","2020-03-17",2020-03-17
54003,"NA","2020-03-16",2020-03-16
54005,"NA","2020-03-16",2020-03-16
54007,"NA","NA",NA
54009,"NA","2020-03-16",2020-03-16
54011,"NA","2020-03-16",2020-03-16
54013,"NA","2020-03-16",2020-03-16
54015,"NA","2020-03-16",2020-03-16
54017,"NA","NA",NA
54019,"NA","2020-03-16",2020-03-16
54021,"NA","2020-03-16",2020-03-16
54023,"NA","NA",NA
54025,"NA","NA",NA
54027,"NA","2020-03-16",2020-03-16
54029,"NA","2020-03-16",2020-03-16
54031,"NA","2020-03-16",2020-03-16
54033,"NA","2020-03-16",2020-03-16
54035,"NA","2020-03-16",2020-03-16
54037,"NA","2020-03-16",2020-03-16
54039,"NA","2020-03-16",2020-03-16
54041,"NA","2020-03-16",2020-03-16
54043,"NA","2020-03-16",2020-03-16
54045,"NA","NA",NA
54047,"NA","NA",NA
54049,"NA","2020-03-16",2020-03-16
54051,"NA","NA",NA
54053,"NA","2020-03-16",2020-03-16
54055,"NA","2020-03-16",2020-03-16
54057,"NA","2020-03-16",2020-03-16
54059,"NA","NA",NA
54061,"NA","2020-03-16",2020-03-16
54063,"NA","2020-03-16",2020-03-16
54065,"NA","2020-03-16",2020-03-16
54067,"NA","2020-03-16",2020-03-16
54069,"NA","2020-03-16",2020-03-16
54071,"NA","2020-03-16",2020-03-16
54073,"NA","2020-03-16",2020-03-16
54075,"NA","2020-03-16",2020-03-16
54077,"NA","NA",NA
54079,"NA","2020-03-16",2020-03-16
54081,"NA","2020-03-16",2020-03-16
54083,"NA","2020-03-13",2020-03-13
54085,"NA","2020-03-16",2020-03-16
54087,"NA","NA",NA
54089,"NA","NA",NA
54091,"NA","2020-03-16",2020-03-16
54093,"NA","NA",NA
54095,"NA","NA",NA
54097,"NA","2020-03-16",2020-03-16
54099,"NA","2020-03-16",2020-03-16
54101,"NA","2020-03-16",2020-03-16
54103,"NA","2020-03-16",2020-03-16
54105,"NA","2020-03-16",2020-03-16
54107,"NA","2020-03-16",2020-03-16
54109,"NA","2020-03-16",2020-03-16
55001,"NA","2020-03-16",2020-03-16
55003,"2020-03-17","2020-03-18",2020-03-17
55005,"2020-03-17","2020-03-19",2020-03-17
55007,"2020-03-16","2020-03-17",2020-03-16
55009,"2020-03-17","2020-03-18",2020-03-17
55011,"NA","2020-03-18",2020-03-18
55013,"NA","2020-03-18",2020-03-18
55015,"2020-03-17","2020-03-19",2020-03-17
55017,"2020-03-16","2020-03-19",2020-03-16
55019,"NA","2020-03-17",2020-03-17
55021,"NA","2020-03-16",2020-03-16
55023,"NA","NA",NA
55025,"NA","2020-03-16",2020-03-16
55027,"NA","2020-03-16",2020-03-16
55029,"NA","2020-03-18",2020-03-18
55031,"NA","2020-03-16",2020-03-16
55033,"NA","2020-03-16",2020-03-16
55035,"NA","2020-03-18",2020-03-18
55037,"NA","2020-03-16",2020-03-16
55039,"NA","2020-03-17",2020-03-17
55041,"NA","2020-03-17",2020-03-17
55043,"2020-03-09","2020-03-16",2020-03-09
55045,"NA","2020-03-17",2020-03-17
55047,"NA","2020-03-16",2020-03-16
55049,"2020-03-16","2020-03-18",2020-03-16
55051,"NA","2020-03-16",2020-03-16
55053,"NA","2020-03-18",2020-03-18
55055,"2020-03-16","2020-03-19",2020-03-16
55057,"2020-03-13","2020-03-18",2020-03-13
55059,"NA","2020-03-16",2020-03-16
55061,"NA","2020-03-18",2020-03-18
55063,"NA","2020-03-18",2020-03-18
55065,"NA","2020-03-16",2020-03-16
55067,"NA","2020-03-19",2020-03-19
55069,"NA","2020-03-19",2020-03-19
55071,"2020-03-13","2020-03-19",2020-03-13
55073,"2020-03-16","NA",2020-03-16
55075,"2020-03-09","2020-03-19",2020-03-09
55077,"2020-03-17","NA",2020-03-17
55078,"NA","NA",NA
55079,"NA","2020-03-16",2020-03-16
55081,"NA","2020-03-16",2020-03-16
55083,"NA","2020-03-18",2020-03-18
55085,"2020-03-09","2020-03-17",2020-03-09
55087,"NA","2020-03-18",2020-03-18
55089,"NA","2020-03-17",2020-03-17
55091,"2020-03-17","2020-03-16",2020-03-16
55093,"2020-03-09","2020-03-18",2020-03-09
55095,"2020-03-13","2020-03-19",2020-03-13
55097,"NA","2020-03-19",2020-03-19
55099,"NA","2020-03-16",2020-03-16
55101,"NA","2020-03-18",2020-03-18
55103,"NA","2020-03-16",2020-03-16
55105,"NA","2020-03-16",2020-03-16
55107,"2020-03-09","2020-03-16",2020-03-09
55109,"NA","2020-03-18",2020-03-18
55111,"NA","2020-03-18",2020-03-18
55113,"NA","2020-03-16",2020-03-16
55115,"NA","2020-03-18",2020-03-18
55117,"NA","2020-03-16",2020-03-16
55119,"NA","2020-03-17",2020-03-17
55121,"2020-03-17","2020-03-16",2020-03-16
55123,"2020-03-16","2020-03-19",2020-03-16
55125,"NA","2020-03-18",2020-03-18
55127,"NA","2020-03-18",2020-03-18
55129,"NA","2020-03-16",2020-03-16
55131,"NA","2020-03-19",2020-03-19
55133,"NA","2020-03-16",2020-03-16
55135,"2020-03-16","2020-03-16",2020-03-16
55137,"2020-03-09","2020-03-19",2020-03-09
55139,"NA","2020-03-18",2020-03-18
55141,"NA","2020-03-16",2020-03-16
56001,"NA","2020-03-16",2020-03-16
56003,"2020-03-13","2020-03-16",2020-03-13
56005,"NA","2020-03-16",2020-03-16
56007,"NA","2020-03-16",2020-03-16
56009,"NA","2020-03-17",2020-03-17
56011,"NA","2020-03-13",2020-03-13
56013,"NA","2020-03-13",2020-03-13
56015,"NA","2020-03-16",2020-03-16
56017,"NA","2020-03-16",2020-03-16
56019,"NA","2020-03-17",2020-03-17
56021,"NA","2020-03-13",2020-03-13
56023,"NA","2020-03-13",2020-03-13
56025,"NA","2020-03-16",2020-03-16
56027,"NA","2020-03-16",2020-03-16
56029,"NA","2020-03-16",2020-03-16
56031,"NA","2020-03-16",2020-03-16
56033,"NA","2020-03-16",2020-03-16
56035,"NA","2020-03-16",2020-03-16
56037,"NA","2020-03-13",2020-03-13
56039,"NA","2020-03-16",2020-03-16
56041,"2020-03-13","2020-03-16",2020-03-13
56043,"NA","2020-03-16",2020-03-16
56045,"NA","2020-03-16",2020-03-16
