"FIPS","Date","n_est","mean_infections_in_window","Rt_mean","Rt_median","Rt_upper","Rt_lower","Rt_mean_previous","Rt_median_previous","log_Rt","log_Rt_previous","weighted_Rt","weighted_log_Rt"
1001,2020-03-21,94,97.7340425531915,22.6229807753757,20.0713047115979,44.1993753031358,10.7432797162874,3.30910108003326,3.30910108003326,1.35,0.52,44.4155580798244,1.65
1001,2020-03-28,100,378.66,1.84348217300394,1.79629018607808,2.85684198986659,0.958087534177556,22.6229807753757,20.0713047115979,0.27,1.35,6.56209325371757,0.82
1001,2020-04-04,100,342.25,1.01273413956142,0.794213171155191,2.97350753635087,0.417816269967682,1.84348217300394,1.79629018607808,0.01,0.27,1.46367523818081,0.17
1001,2020-04-11,100,278.27,0.89930508608063,0.770691211375924,3.11441969007476,0.00516293255951756,1.01273413956142,0.794213171155191,-0.04,0.01,0.910949070964155,-0.04
1001,2020-04-18,100,234.54,0.381584134579366,0.418290249961975,0.953618690937705,0.00143435541253507,0.89930508608063,0.770691211375924,-0.41,-0.04,0.509443205008471,-0.29
1001,2020-04-25,100,12.08,0.00451857589271139,0.000352304997265029,0.0492343437683584,7.65785952172489e-05,0.381584134579366,0.418290249961975,-1.84,-0.41,0.00120321189570444,-2.92
1001,2020-05-02,100,0,0.328013877899165,0.00214177290111524,4.00248449069261,0.000181178795488341,0.00451857589271139,0.000352304997265029,-0.47,-1.84,0.0690913059639643,-1.16
1001,2020-05-09,98,10.2142857142857,0.08739771347256,0.00199743186955416,0.405840037392823,0.000260715909233998,0.328013877899165,0.00214177290111524,-1.01,-0.47,0.0127228195388357,-1.9
1001,2020-05-16,100,501.26,8.02908027659264,7.53389360768293,16.1553438083914,0.00277051406493049,0.08739771347256,0.00199743186955416,0.91,-1.01,15.8926166343309,1.2
1001,2020-05-23,100,850.25,0.995971269195016,0.824069625220766,2.47886895150683,0.00456016285426094,8.02908027659264,7.53389360768293,0,0.91,1.53116452923951,0.19
1001,2020-05-30,100,810.61,1.16687987728893,0.559572971450254,5.97765922339101,0.000115879868887586,0.995971269195016,0.824069625220766,0.07,0,0.884275078489214,-0.05
1001,2020-06-06,100,1807.87,2.06305747926387,1.65705042168914,5.29897631738314,6.28157203021757e-05,1.16687987728893,0.559572971450254,0.32,0.07,2.81747580492148,0.45
1001,2020-06-13,100,2025.37,0.99537730504293,0.911688037411735,2.2268318141202,0.0529255437603136,2.06305747926387,1.65705042168914,0,0.32,1.7684574066236,0.25
1003,2020-04-04,99,481.121212121212,10.7833400277147,9.43259424615231,27.9322659701836,3.94884126938247,8.04767361216624,2.53652760832325,1.03,0.91,19.8736562498552,1.3
1003,2020-04-11,100,991.33,0.802917013619469,0.713473645515767,2.27540946676646,0.000255564005586049,10.7833400277147,9.43259424615231,-0.09,1.03,0.883725927501955,-0.05
1003,2020-04-18,100,1045.36,1.02190862112073,0.779731016457879,3.33247978801456,0.0339651696951858,0.802917013619469,0.713473645515767,0.01,-0.09,1.18237020211877,0.07
1003,2020-04-25,100,835.2,0.633892375835118,0.539107278066102,1.76592442723465,3.76691210584573e-05,1.02190862112073,0.779731016457879,-0.19,0.01,0.823682520253556,-0.08
1003,2020-05-02,100,411.48,0.38789404120156,0.324652761452825,1.09396103326313,0.00011108429479414,0.633892375835118,0.539107278066102,-0.4,-0.19,0.455597776006183,-0.34
1003,2020-05-09,100,115.42,0.1716632926938,0.024243085342417,0.89443863645362,0.000116896516255884,0.38789404120156,0.324652761452825,-0.74,-0.4,0.111512758301396,-0.95
1003,2020-05-16,100,17.12,0.0349517045092723,0.00356588643805988,0.405906673193762,0.00017102662434969,0.1716632926938,0.024243085342417,-1.35,-0.74,0.012886604999002,-1.89
1003,2020-05-23,100,0.17,0.00398554772457277,0.00153020029916591,0.0246682463760294,0.00013704149219353,0.0349517045092723,0.00356588643805988,-1.85,-1.35,0.00151045158281248,-2.82
1003,2020-05-30,99,0,0.187523694494916,0.0208940697829331,2.20002255725507,0.0015563775816525,0.00398554772457277,0.00153020029916591,-0.7,-1.85,0.0539780068500131,-1.27
